id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
101,c 鹿总- 11月11日 19:11 来自 iPhone客户端 我是一个普通人 我不是体制内 但是我也有五险一金的工作 我在我的岗位尽职尽责 闪烁光芒 每个职业都值得被尊敬 而不是因为我不是体制内 我没有上好大学 我没有挣大钱 我没有开豪车而被轻视 看不起 我长相普通 但是我审美好 爱记录生活 任何人在他需要帮助的时候在我能力之内我都会热情帮忙 相反 我在 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.85,我不是体制内; 我没有上好大学; 我没有挣大钱; 我没有开豪车; 我长相普通,文本中表达了对自身身份和职业地位的不自信，如提到‘我不是体制内’、‘我没有上好大学’等，显示出一定的身份认同焦虑。同时，作者强调自己在岗位上尽职尽责，表现出对职场价值的肯定，但同时也透露出对社会评价标
102,c 想着想着就笑了 11月11日 17:43 来自 iPhone客户端 当表妹跟我说她打算当母婴博主，起个号玩玩的时候。我在心里叹口气。 这些在体制内的，有钱有闲，只剩下时间，生了孩子一堆人带的小镇做题家们。 也开始做自己的账号了，似乎每个人都可以成为博主。每个人都是未来的kol 让我怀疑自己的职业和价值。 更增加了我的焦虑。我不想说什么，也没更多的情绪。 展开c,0.65,0.7,0.4,0.5,0.7,negative,0.85,让我怀疑自己的职业和价值; 每个人都是未来的kol; 小镇做题家们; 开始做自己的账号了,文本中表达了对自身职业价值的质疑，尤其是看到他人（如表妹）转向自媒体领域并可能成为KOL时，产生了强烈的自我怀疑。这反映了对职业发展方向的迷茫（career_path_confusion）和身份认同的
103,c Uuuuuuox 11月11日 16:53 来自 iPhone客户端 刚刚去贸促会的路上，播放到单依纯的《另一种答案》，因为以前听过副歌部分，想仔细听一下全曲，我便停下来设置成单曲循环，正好符合我此刻的心情。 这首歌里面有几句歌词让我的心情平静下来，“你认真描绘，你想要的爱，在什么都快的时代，好想让脚步慢下来”，“如果时光能回到课桌前，我要我 勇敢 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,想仔细听一下全曲; 正好符合我此刻的心情; 好想让脚步慢下来; 我要我 勇敢 展开,文本中提到在去贸促会的路上听歌，歌词内容表达了对快节奏生活的反思和希望放慢脚步的愿望。这表明作者可能感受到一定的工作压力（职场内卷），但并未明确表达对职业发展、薪酬或身份认同的强烈焦虑。整体情绪偏向中
104,c 海豚皓皓 11月10日 23:34 来自 iPhone客户端 黄石寨今天天气阴冷游人较少，山间徒步道出现了几十米看不见人，我有点害怕，犹豫不决间偶遇一大叔和向导邀我同行。都是好人，木有危险。 村民向导蛮不错的，少走很多冤枉路，不断墨迹要小费。 目测大叔是体制内刚退休的头头儿，对我有点逞英雄式的大方慷慨和关照，极婉转的试探我的年龄、工作、父母， 展开c 播放视频,0.1,0.1,0.1,0.1,0.1,neutral,0.85,有点害怕; 犹豫不决; 偶遇一大叔和向导邀我同行; 极婉转的试探我的年龄、工作、父母,文本主要描述了一个人在户外环境中感到不安，遇到他人后获得帮助。整体情绪偏向中性，没有直接提及职业发展、薪酬、内卷或身份认同方面的焦虑内容。虽然有‘有点害怕’和‘犹豫不决’等表达，但这些更多是环境带来的
105,c 匿名才敢说的秘密 11月10日 16:17 体制内被职位较高的人说坏话，全单位都知道了怎么办? 这种中层领导我遇见过一个，她还是个女的，有一次她拿着文件来我们办公室说是传真一个文件，我说我这个机子传真不了，只能复印，她就当场破口大骂，说我推三阻四，不愿意工作之类的，然后在我们办公室主任的劝说下离开了，办公室主任也说了，我跟前 展开c,0.75,0.3,0.2,0.8,0.7,negative,0.9,被职位较高的人说坏话; 破口大骂; 不愿意工作之类的; 全单位都知道了,文本中描述了职场中遭遇上级的负面评价和公开羞辱，表现出强烈的职场内卷（如竞争、压力）和身份认同危机（如被公开批评、缺乏归属感）。虽然没有直接提到职业发展或薪酬问题，但整体情绪偏向负面，因此焦虑指数较高
106,c 低糖乌龙-7 11月10日 02:09 来自 iPhone客户端 打电话给妈妈 她让我周末去看看二外公 说这可能是最后一面了 距离我六岁过后 这是我要面临的第二次离别 其实我很羡慕身边有爷爷奶奶外公外婆的小孩 长辈的爱对于我来说是很珍贵的 我没有见过外婆和奶奶 但是我能想到我的父母面对母亲离世的感受 我爸爸会说我的奶奶有多么善良 但是我妈妈没有提过 因为 展开c,0.2,0.1,0.1,0.1,0.3,negative,0.85,可能是最后一面; 没有见过外婆和奶奶; 长辈的爱对于我来说是很珍贵的; 面对母亲离世的感受,文本主要表达了对家庭关系和亲情的深切思念与失落感，而非直接涉及职场焦虑。因此，在四个维度中，发展路径迷茫、薪酬落差和职场内卷的焦虑指数较低（均低于0.2）。然而，身份认同方面存在一定的焦虑，因为作者提
107,c 橙子爱玩Toy 11月09日 18:37 来自 iPhone客户端 想到下个月就要走麦理浩径就非常非常开心！终于抢到了神秘农场冰川70L真嘟开心的要死！和户外搭子已经约上了100公里全程走完重装！！终于可以进山啦⛰️（发一下之前半重装78km进山的照片吧～）居然一下子翻到这些照片，我会想到我在途中遇到每个人跟我说的每一句话，这可能就是五台山的魅力吧！我们遇 展开c,0.1,0.1,0.1,0.1,0.1,positive,0.95,非常非常开心; 真嘟开心的要死; 终于可以进山啦,文本内容主要表达了对户外活动的期待和兴奋情绪，没有体现出与职业发展、薪酬、内卷或身份认同相关的焦虑。因此，四个维度的焦虑指数均较低。整体情感倾向为积极，信心较高。
108,c _我想睡觉_z 11月09日 07:47 来自 小宇宙FM 关于成长 昨晚工作需要 很早便上床休息了 只是翻来覆去也没有睡着 后来打开了播客 听了开头对于中亚母女关系的描述便将我心底的那片湖泊扰起了涟漪 我和母亲的关系很大程度上和作者是相似的 当时的我也是独生子女 母亲干着体制内的工作 虽然生活在一座十八线小城市 但物质方面也不算匮乏 从小也上过很 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,翻来覆去也没有睡着; 心底的那片湖泊扰起了涟漪; 和母亲的关系很大程度上和作者是相似的,文本中主要表达了对个人成长和家庭关系的反思，透露出一种内心的不安与困扰。虽然没有直接提到职业发展、薪酬或职场竞争的具体问题，但‘翻来覆去也没有睡着’暗示了因压力或情绪波动导致的睡眠问题，可能与工作压力
109,c ccbaooo 11月08日 23:18 转赞人数超过100 来自 微博视频号 是好难忘的、复杂的、美丽的夜晚。走出400报的时候，我和阿佘一样没忍住TT 今晚阿佘在中国传媒的最高学府中国传媒大学剧宣，和本校学生们探讨新闻，分享和交流。 「本校学生」里，有一位阿佘的粉丝，她是中国传媒大学新闻与传播专业的研究生。我们在新闻女王1播出的时期认识，碰巧都是学传媒的，更阴 展开c 播放视频,0.1,0.1,0.1,0.1,0.1,neutral,0.85,走出400报的时候，我和阿佘一样没忍住TT; 本校学生; 和本校学生们探讨新闻，分享和交流,文本内容主要描述了一个职场相关的活动经历，提及了与同事的互动以及在高校进行交流的情景。整体情绪较为中性，没有明显表达对职业发展、薪酬、内卷或身份认同的焦虑。虽然提到‘没忍住TT’可能暗示一些情绪波动，
110,c maro823 11月08日 15:39 来自 iPhone客户端 #单依纯一首一首唱进体制内# 我的体制内闺蜜！闺蜜在台上讲，我在下面笑不停,0.0,0.0,0.0,0.0,0.0,neutral,0.95,体制内闺蜜; 笑不停,该文本内容主要描述了用户与朋友在观看单依纯演唱时的轻松互动，没有直接提及任何与职业发展、薪酬、竞争或身份认同相关的焦虑情绪。因此，四个维度的焦虑指数均为0。情感倾向为中性，因为文本整体表达的是轻松愉快
111,c Maysweetiiiiie 11月08日 10:21 来自 iPhone客户端 昨天表哥打了一个电话 大概意思是给我找一个老家县城里的体制内包吃住工资低了点 然后告诉我人生大概率不如愿 首先我还是感谢家人有惦记 接着我要说一个悲惨的真相 我的老家是一个小县城 我回老家的概率从小到大都是只有过年才回去一次 因为我在张家港长大的 所以对老家很多风土人情我当然是比较喜欢的 展开c,0.6,0.7,0.5,0.4,0.6,negative,0.85,人生大概率不如愿; 老家县城里的体制内包吃住工资低了点; 对老家很多风土人情我当然是比较喜欢的,文本中表现出对职业发展方向的迷茫（如‘人生大概率不如愿’），以及对薪酬待遇的不满（‘工资低了点’）。虽然没有直接提到工作压力或竞争激烈，但整体情绪偏向消极，暗示了对职场身份和归属感的不确定。情感倾向为
112,c 赵老师很努力 11月08日 07:07 在银行工作压力很大，需要拉单子，想要辞职，家人阻挠，怎么办？ 网友来信： 赵老师，不好意思在这个时候打扰您。最近的确感到特别迷茫，所以想寻求您的帮助。 我是4年前毕业的，专业是音乐教育（师范类）。毕业后没有从事教师工作，在两年前进了青岛某银行。虽然现在的收入还可以，但几乎天天早七 展开c,0.75,0.8,0.6,0.9,0.7,negative,0.85,职业发展方向不明确; 工作压力很大; 想要辞职; 家人阻挠; 特别迷茫,文本中表现出强烈的职场焦虑情绪。'工作压力很大'和'想要辞职'表明存在高度的职场内卷焦虑（0.9）。'职业发展方向不明确'和'特别迷茫'反映出发展路径迷茫（0.8）和身份认同危机（0.7）。虽然提到收
113,c 去堪察加 11月07日 23:21 来自 iPhone客户端 白天以为自己倒时差稳了，然后结果不知道为什么又睡着了，一觉睡到晚上起来，做了一个梦。 梦见我莫名其妙的混进去了一个类似体制内一样稳定但是我可以纯当混子的好工作，虽说已经是顶级待遇了（稳定+可以混）可我依然会因为自己没有加倍努力而感到焦虑，梦里的我总是焦虑别人会不会觉得自己做的不好 展开c,0.6,0.4,0.2,0.7,0.6,negative,0.85,莫名其妙的混进去了一个类似体制内一样稳定但是我可以纯当混子的好工作; 依然会因为自己没有加倍努力而感到焦虑; 总是焦虑别人会不会觉得自己做的不好,文本中表达了对职业发展的不确定感（如‘混进了一个好工作’），但并未明确提到薪酬问题，因此薪酬落差较低。职场内卷体现在‘总是焦虑别人会不会觉得自己做的不好’，说明存在竞争压力和自我要求高的情况。身份认同
114,c 小刘同学艾特188 11月07日 20:15 来自 微博网页版 ⭕专科生的“六个铁饭碗” ⭕对于专科生同学而言，找到一份稳定且有发展前景的工作是许多人的目标。实际上，国家层面提供了多条专属通道，让专科生也能端上“铁饭碗”。以下是几个备受关注且非常适合专科生的方向，助你开启稳健的职业生涯。 1️⃣第一，三支一扶。 这项政策指的是毕业生到农村基层 展开c,0.1,0.2,0.1,0.05,0.1,neutral,0.85,专科生的‘六个铁饭碗’; 找到一份稳定且有发展前景的工作是许多人的目标; 国家层面提供了多条专属通道,文本主要介绍针对专科生的职业发展路径，内容偏向信息性与指导性，未表现出明显的焦虑情绪。虽然提到‘对职业发展方向不明确’的问题，但整体语气较为中立，强调的是解决方案而非焦虑本身。因此，四个维度的焦虑指数
115,c 轩师处世之道 11月07日 09:25 来自 微博网页版 突然就明白了教育的意义 读了二十几年书，我一直都是按部就班，学校、老师教什么，我就学什么。只知道自己得拿高分，考个好中学，考个好大学，然后再通过我的学历找个好工作。 . 我好像一直没有思考过，我为什么要学习？我接受教育的意义到底是什么？不接受教育是不是也可以？ . 直到前几天回了趟家， 展开c,0.4,0.6,0.2,0.3,0.5,negative,0.85,突然就明白了教育的意义; 一直按部就班; 我为什么要学习？; 不接受教育是不是也可以？,文本中表达了对教育意义的反思，显示出对职业发展路径的迷茫（如‘我为什么要学习？’），以及对自己在职场中的角色和归属感的不确定（如‘不接受教育是不是也可以？’）。虽然没有直接提到薪酬或内卷，但通过‘按部
116,c 为好优姐姐 11月07日 09:14 来自 微博网页版 #这才是真正的道歉# 我在个案辅导中，发现有的同学，在职场是不会道歉的。 主要是：领导提出问题和不满意，立刻道歉。速度快，话语直接，这是能让对方觉得，你并没有思考，你只是想要敷衍过去。 比如领导说，你刚刚开会不应该问这个问题。 这位员工一秒钟：对不去，是我欠考虑了，日后注意。 这就不 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,不会道歉; 快速道歉; 敷衍过去; 没有思考,文本主要讨论职场中道歉方式的问题，指出一些员工在面对领导批评时过于迅速和直接地道歉，可能显得缺乏深度思考。这种行为可能反映出对职场表现的焦虑，尤其是对如何恰当表达和处理冲突的担忧。虽然文本未明确提及职
117,c 戚十三_ 11月06日 16:23 来自 三星Galaxy S23 最近常常被教育的意义击中，莫名想起很多个让我沉默的瞬间，从小学时候妈妈带我走进教育局单独让我做了一套题然后跳级进了初中开始，教育变成妈妈和我说的，＂六年级要做很多卷子很辛苦的＂；升上初中，因为不理解新授课的含义，月考在班级第28名的我在班主任面前流泪想不通，教育是＂你只是不适应，你 展开c,0.6,0.7,0.2,0.5,0.6,negative,0.85,被教育的意义击中; 莫名想起很多个让我沉默的瞬间; 月考在班级第28名的我在班主任面前流泪想不通,文本主要描述了个体在成长过程中因教育经历而产生的心理压力和自我怀疑，体现出对职业发展路径的迷茫（如‘跳级’、‘不适应’），以及对自身身份和归属感的不确定（如‘沉默的瞬间’、‘流泪想不通’）。虽然没有直
118,c 紫木槿3 11月06日 15:40 中年女性需要老公吗? 我和老公结婚12年有一个男孩，我们是属于周末夫妻的那种。我在主城区工作，他在周边县城工作。 结婚后，我刚刚怀孕他就因工作原因要去外地深造2年，回来孩子都2岁了。 孩子满2岁后，我考进了体制内。我们成了名副其实的周末夫妻，孩子的教育和生活几乎都是我一个人，家里大大小 展开c,0.5,0.3,0.2,0.4,0.6,negative,0.85,中年女性需要老公吗?; 周末夫妻; 孩子教育和生活几乎都是我一个人; 名副其实的周末夫妻,文本主要表达了对家庭与职场平衡的困扰，以及长期分离带来的孤独感。虽然没有直接提到职业发展或薪酬问题，但‘周末夫妻’和‘孩子教育和生活几乎都是我一个人’暗示了工作与家庭责任之间的冲突，导致身份认同焦虑较
119,c 土豆丝大王好运常来 11月05日 23:28 来自 iPhone 13 Pro 我虽然一个月就去两三次教室里 但是教室里也有我身边的npc 我教室座位旁边的男生和他前面的女生 被我称作体制内情侣 说真的我老喜欢看身边人在干嘛（可能不太礼貌 但是他们两个我过了很久才知道是一对！还是韩迅告诉我的 我一开始还不太信 直到在餐厅遇到过他们几次我才完全相信 感觉他俩特不熟哈哈 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.85,我虽然一个月就去两三次教室里; 被我称作体制内情侣; 我一开始还不太信; 感觉他俩特不熟,该文本主要描述了作者在教室中观察周围同学的日常行为，内容偏向轻松、随意，没有直接表达对职业发展、薪酬、工作压力或身份认同的焦虑。虽然提到‘体制内情侣’和‘不熟’等词汇，但更多是出于好奇和调侃，并未表现
120,c 微冷微冷 11月05日 14:07 转赞人数超过10 来自 微博轻享版 这个我也觉得很有意思。还是独树不成林的主播，这些事都是她自己在播客里讲过的，她的播客50万粉了，平台头部，具有公共性，所以不是搬弄私事哈，只是我从中感慨时代真的变了。 她有一期讲中东的播客，说到她以前在知乎发过一段和中东生活有关的内容，前阵子我刚好在电脑前听完就随手搜了一下，偶然看 展开c,0.1,0.1,0.0,0.1,0.2,neutral,0.85,独树不成林的主播; 时代真的变了; 感慨,文本内容主要围绕一位主播在播客中分享的内容，以及作者对其观点的认同和感慨。整体情绪较为中性，没有明显表达对职业发展、薪酬、工作压力或身份认同的焦虑。但提到‘独树不成林’可能暗示对个人职业定位的思考，而
121,c 隐青隐青 11月05日 13:55 来自 iPhone客户端 今天去面试的那个HR是我这几天面下来，感觉第二好的。就是我觉得他们是真的想招人，然后也是真的接受无经验。 其实在广州面的第一个教培机构也很不错，只是我不想第一份工作就进教培，我想自己多一点选择。我本来不觉得进教培是一件什么难的事情，但是感觉很多人都会说进教培很容易，你出来就很难了， 展开c,0.45,0.6,0.3,0.2,0.4,neutral,0.85,不想第一份工作就进教培; 出来就很难了; 感觉很多人会说进教培很容易,文本中表现出对职业发展方向的犹豫（如‘不想第一份工作就进教培’），显示出一定的发展路径迷茫。虽然提到面试机会不错，但并未提及薪酬相关的内容，因此薪酬落差焦虑较低。职场内卷和身份认同方面，文本中没有明显
122,c layer猫姐姐 11月05日 09:45 来自 OPPO Reno8 Pro+ 5G 我在一个应该学习职场技巧的阶段，却一点也不想琢这些，网上分析职场剧等等我一点儿也看不进去，我一般都是打礼貌的直球，如果情境下不适合打直球，就想想怎么婉转表达大家比较舒服，做到与人为善 我觉得这是因为人是有性格底色的，这个底色很难改掉，我的底色就是不爱搞这些，我能闻到谁是体制内的做 展开c,0.4,0.3,0.2,0.5,0.4,negative,0.85,我应该学习职场技巧的阶段，却一点也不想琢这些; 我一点都不想看职场剧; 我能闻到谁是体制内的做,文本中表现出对职场技巧和规则的抵触情绪，显示出对职业发展路径的迷茫（如‘我应该学习职场技巧的阶段，却一点也不想琢这些’）。同时提到对职场内卷的不适感（如‘我一般都是打礼貌的直球，如果情境下不适合打直球
123,c 斐_Faye 11月05日 07:28 来自 iPhone 15 Pro 近三天的学习时光打算听听：纳瓦尔访谈三小时。 他的很多观点，我都无比认同，比如：如果非要做选择，请选择那个对你来说 更难的。 我记得28岁，正是被老妈疯狂逼着相亲的时节。反正就是一条路：结婚 生娃！ 但是，我内心是很抵触的；想想自己一眼到头的悲剧，我就觉得自己的人生好凄凉 展开c 播放视频,0.6,0.7,0.3,0.4,0.6,negative,0.85,非要做选择，请选择那个对你来说更难的; 一眼到头的悲剧; 觉得自己的人生好凄凉,文本中表达了对职业发展方向的迷茫（如‘非要做选择，请选择那个对你来说更难的’），以及对自己人生轨迹的悲观情绪（如‘一眼到头的悲剧’、‘人生好凄凉’）。虽然没有直接提到薪酬或职场内卷，但通过表达对生活路
124,c 晏凌羊 11月04日 20:46 转赞人数超过700 来自 微博网页版 没有退路的人，只能把自己活成唯一的出路。 这方面，我是有点心法的。 想想我的出身，多穷啊。在我现在的生活圈子里，就跟同龄人横向比较的话，就没有比我出身更低的人。我从小就体会过“没有钱”的窘迫与痛苦，生存焦虑写进了骨子里。 对我来说，父母托举我上学所花出去的学费，是极其珍贵的投资， 展开c,0.65,0.4,0.7,0.6,0.6,negative,0.85,没有退路; 生存焦虑写进了骨子里; 没有比我出身更低的人; 父母托举我上学所花出去的学费，是极其珍贵的投资,文本中表达了强烈的生存焦虑和对经济条件的深刻体会，体现出对薪酬待遇（如‘没有钱’、‘学费是珍贵投资’）的不满，以及对职场竞争压力（‘没有退路’、‘活成唯一的出路’）的担忧。虽然未直接提到职业发展方向不
125,c 晏凌羊 11月04日 12:59 转赞人数超过400 来自 iPhone 15 Pro Max 奚梦瑶能在何猷君面前发挥高情商，是环境成全的。你要知道，在某些环境里，“聪明”是要被惩罚的。就像是一把“利剑”，要被被锁入狭小的“玩具匣”。 如果一个人的聪明、有主见与Ta所处的环境发生了致命的错配，Ta就会成为“困兽”。 这种感受，我在前段婚姻里也有。我的思辨能力、语言天赋、逻辑能 展开c,0.65,0.7,0.4,0.6,0.6,negative,0.85,环境成全的; 聪明是要被惩罚的; 利剑被锁入狭小的玩具匣; 致命的错配; 困兽; 前段婚姻里也有,文本中表达了对职场环境中个人特质与环境不匹配的焦虑，如‘聪明是要被惩罚的’和‘困兽’等表达显示出强烈的自我认同危机和对职业发展路径的迷茫。同时，提到‘前段婚姻里也有’暗示了类似的情感困扰，进一步强化了
126,c 悄悄吧唧一口神明 11月04日 07:52 来自 微博轻享版 首问+共性，这题聊聊怎么博弈+立规矩~ 问主和问主老公都体制内，因此无法激烈地划清界限，否则父母闹到单位，后果很严重。 所以最好的情况是你能持续跟他们保持距离不被过度索取，次好的情况是你积累了足够的道德筹码，即使闹掰也不损伤你的形象。 -- 博弈也好立规矩也好，第一要点是，区分对方善 展开c,0.4,0.2,0.1,0.6,0.5,negative,0.85,无法激烈地划清界限; 父母闹到单位，后果很严重; 持续跟他们保持距离不被过度索取; 积累了足够的道德筹码,文本主要描述了在职场中与体制内家庭的复杂关系，涉及如何应对来自家庭的压力和维持自身形象的问题。从内容来看，文本表现出对职场中人际关系处理的焦虑，尤其是面对家庭干预时的无力感（如‘无法激烈地划清界限’、
127,c 唐盐盐 11月03日 17:42 来自 微博网页版 基层工作为什么常常杂乱无章？常常是缺乏最为基本的分类意识 书中有这样的描述，侯卫东的笔记本分为两栏，重要工作，一般工作。 每天上班之前，如果有什么进展与异常，就在栏目后面记上一笔，这是沙州学院的副院长济道林讲过的提高工作效率的窍门，侯卫东将其运用在自己的工作之中。《侯卫东官场笔记 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,基层工作为什么常常杂乱无章？; 缺乏最为基本的分类意识; 提高工作效率的窍门,文本主要讨论了基层工作的混乱和分类意识的重要性，提到侯卫东通过分类管理提升效率。虽然提及了工作中的问题，但并未直接表达对职业发展、薪酬、竞争或身份认同的强烈焦虑。因此，整体焦虑指数较低，情感倾向为中性
128,c 赵虫虫吃不胖 11月03日 14:03 来自 HUAWEI Mate 70 Pro+ #生活手记##每日学习打卡# 这段时间，我一直说在学习在学习，有姐妹问我在考啥，昨天终于考完了，今天有空就聊聊（主要我太久没在宿舍午睡了，今天中午这一躺，床板怎么这么硬啊！翻来覆去硌得我睡不着了） 中级经济师备考实录：结合我去年踩的坑和今年的备考状态，来聊聊这个过程，万 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,考完试了; 太久没在宿舍午睡了; 床板怎么这么硬啊; 翻来覆去硌得我睡不着了,文本主要描述了备考中级经济师的经历和生活琐事，整体情绪较为轻松，没有明显表达对职业发展、薪酬或身份认同的焦虑。但提到‘考完试了’和‘翻来覆去硌得我睡不着了’，暗示了备考压力（职场内卷）和生活不适感，因
129,c 老茶罐头 11月03日 10:19 来自 nova 7 SE 5G 乐活版 周一，你在挤地铁，我在神农架慢跑。🚴♂️ 远山如黛，青阳河慢淌——这才是生活该有的样子！ “国际慢城”松柏镇的秋日晨跑，治好了我的精神内耗。 我是@老茶罐头，一个体制内老兵，用跨界笔触记录政策温度与生活风物。 点击首页关注，和我一起闲话岁月，找回生活节奏。 O网页链接 展开c,0.1,0.1,0.1,0.1,0.1,positive,0.95,治好了我的精神内耗; 找回生活节奏,文本整体表达了一种对慢生活的向往和对精神压力的缓解，体现出积极的情绪。作者提到‘治好了我的精神内耗’，暗示其可能曾有焦虑情绪，但通过慢跑和自然环境得到了释放。文中没有直接提及职业发展、薪酬、职场竞争或
130,c zhh-4096 11月02日 22:15 转赞人数超过10 来自 微博轻享版 有件事隔了几个月了我才想说，8月初我开始去广西、云南、贵州各市旅游，按高铁路线第一站是广西柳州，预订的第一家酒店到现场发现太偏不满意，换到另一个区又订了一家，到酒店门口看到道路施工乱糟糟，又换到第三家才满意。 结果意外发现第三家酒店附近的医院是我前任毕业前面试通过的医院。为了不打 展开c,0.2,0.1,0.0,0.1,0.3,neutral,0.75,转赞人数超过10; 酒店门口看到道路施工乱糟糟; 第三家酒店附近的医院是我前任毕业前面试通过的医院,文本主要描述了用户在旅行过程中因酒店选择问题而产生的困扰，以及对过去经历（如前任面试）的回忆。整体情绪较为中性，没有明显表达对职业发展、薪酬或职场竞争的焦虑。但提到‘第三家酒店附近的医院是我前任毕业前
131,c 周洵19950717 11月02日 18:06 来自 iPhone客户端 今日杂文： 进体制内好还是在体制外好其实超过了人类的智慧。我从我的角度出发，尽我所能地说一下，以下这几类人是不适合考公的（包括我）： 1学习能力或者应试能力较差。有些小孩在中考和高考没有展现出自己的学习能力或者应试能力，这时要面对考公考编的文史哲艺数理化地经济申论，其实难度是很大 展开c,0.4,0.6,0.2,0.3,0.3,negative,0.85,进体制内好还是在体制外好其实超过了人类的智慧; 不适合考公的（包括我）; 学习能力或者应试能力较差; 难度是很大,文本主要表达了对职业选择的困惑，尤其是对是否适合考公的思考，体现出一定的发展路径迷茫（0.6）。虽然提到学习能力差和考试难度大，但并未直接提及薪酬或职场竞争的具体问题，因此薪酬落差（0.2）和职场内卷
132,c 不喝牛奶不睡觉嘛 11月02日 11:54 来自 nova11系列敢拍敢出色 秋招看起来似乎是告一段落了，却一点也高兴不起来。疲惫似乎还压在我身上，等待我的仍然是无穷无尽的投递（没有面试）。对别人来说是面试多所以累，对我来说却是不断的自我怀疑、碰壁、调整。去小公司觉得真对不起我的双9学历，进体制内又难如登天。走到现在好像已经不知道我到底在热爱什么了，我什么 展开c,0.75,0.8,0.4,0.6,0.8,negative,0.9,秋招看起来似乎是告一段落了，却一点也高兴不起来; 不断的自我怀疑、碰壁、调整; 不知道我到底在热爱什么了; 去小公司觉得真对不起我的双9学历; 进体制内又难如登天,文本中表现出强烈的职场焦虑情绪。首先，'秋招看起来似乎是告一段落了，却一点也高兴不起来' 显示出对职业发展路径的迷茫和失望；其次，'不断的自我怀疑、碰壁、调整' 表明工作压力大且竞争激烈，体现出职场内
133,c 王大象象- 11月01日 10:43 来自 iPhone 16 Pro Max 哈喽大家～ 谢谢大家喜欢我这个眯眯小博主 ♥️哦 💙这是我的自我介绍。 我是王大象，有一个小猪儿子叫汤圆，还有两只猫叫饺子和丸子。 我儿子生日和我同一天，我俩都是巨蟹座。 老公体制内很忙。 摩羯座的哈哈哈 喜欢生闷气 ，平时我会叫他气包子，嘻嘻～ 💙我在小地瓜已经摸爬滚打了两年啦 目 展开c,0.1,0.1,0.1,0.1,0.1,positive,0.95,小地瓜已经摸爬滚打了两年啦; 哈喽大家～ 谢谢大家喜欢我这个眯眯小博主,文本整体呈现积极、轻松的语气，主要描述个人生活和工作经历，没有直接表达对职业发展、薪酬、内卷或身份认同的焦虑。虽然提到在职场中‘摸爬滚打’，但语境偏向于自我调侃和分享，而非焦虑表达。因此，四个维度的焦
134,c 王欠男 11月01日 09:06 转赞人数超过20 来自 iPhone客户端 讲到职场人脉资源，某个职位给予你的光环，大多数时候只是你在职业场景下，赋予你的临时性的身份加持。当然你如果在干一份非常稳定比如体制内的工作， 有些人甚至会干了一辈子（或者超过十年），你在工作场景中的个人形象塑造，态度展示，被领导器重，赢得同级、下属的尊重，这简直会是一个漫长且不断 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.85,职业场景下，赋予你的临时性的身份加持; 干了一辈子（或者超过十年）; 个人形象塑造，态度展示，被领导器重,文本主要讨论职场中身份的短暂性和长期工作的稳定性，暗示了对职业角色和归属感的思考。虽然没有直接表达强烈的焦虑情绪，但提到‘临时性的身份加持’和‘干了一辈子’等表述，反映出对职业身份认同和长期发展路径的
135,c 湖面平平淡淡123 11月01日 02:48 来自 iPhone客户端 关于如何判断网友靠不靠谱。 这些年见过一些网友，总体来讲判断还算八九不离十，所以想说一说。只说线下见过的，没有见过的不讨论。 网友一，一个男生，在20年初那个特殊时间认识的，当时我在渣浪一篇热搜文下面发表了一个评论，他回复我的评论原来如此。我点进他的主页看他发的文字以及他转发的文章 展开c,0.0,0.0,0.0,0.0,0.0,neutral,0.9,判断网友靠不靠谱; 线下见过的; 没有见过的不讨论,该文本主要描述了作者对如何判断网友是否可靠的经验分享，内容聚焦于个人社交经历，并未提及与职场相关的焦虑情绪。因此，四个维度的焦虑指数均为0。整体情感倾向为中性，文本并未表现出明显的积极或消极情绪。关键
136,c 天玄师傅 10月31日 23:50 当下我正处于人生低谷期，看了您给网友们的分析，我觉得非常有智慧，对人生有很大的警醒和提示作用，我也渴望能得到您的指点。 我的八字是戊辰乙卯乙酉丙子，我先生的八字是辛酉庚子壬午戊申。 我是独生女，出生书香门第，小时候衣食无忧，父母对我很娇惯，但是学习成绩不是很好，毕业后回老家进了 展开c,0.5,0.6,0.4,0.3,0.5,negative,0.75,人生低谷期; 渴望能得到您的指点; 对人生有很大的警醒和提示作用,文本中提到‘人生低谷期’，表现出明显的自我怀疑和焦虑情绪。虽然没有直接提到职业发展、薪酬或职场竞争的具体问题，但‘渴望得到指点’暗示了对自身发展方向的迷茫（发展路径迷茫）。由于未明确提及薪资或工作压力
