id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
75,c 得蜜 03月08日 23:47 来自 iPhone 14 Pro 回国这一周，又像个干电池了，每天哐哐干到十点十一点，晚上来不及头脑降温，常常是很困刷着手机睡着了，中途又醒来数次。周五原计划不加班，跟老姐妹相约live house，听歌喝酒释放一下压力。结果我到8点才得以抽身，另一个姐妹9点才来，电话会议还没挂，人机一直合体。我嘲笑她：看你这样还以为baba股 展开c,0.75,0.3,0.2,0.9,0.6,negative,0.85,像个干电池了; 每天哐哐干到十点十一点; 中途又醒来数次; 电话会议还没挂，人机一直合体; 释放一下压力,文本中表现出强烈的职场内卷焦虑（如‘每天哐哐干到十点十一点’、‘人机一直合体’），反映出工作压力大、时间紧张。同时，作者提到‘回国这一周’和‘跟老姐妹相约live house’，暗示对生活与工作的失衡
76,c 电商经理人联盟 03月07日 23:15 #经理人夜话# “能干一天是一天”听到越来越多，也是大多互联网厂工的普遍心态。 我是放平了，怎样都能接受，活着总会有不同的遭遇和经历，绕不过的终究是要面对和经历的，有些不得已未尝不是好事。,0.3,0.2,0.1,0.4,0.3,neutral,0.85,能干一天是一天; 互联网厂工的普遍心态; 放平了，怎样都能接受; 绕不过的终究是要面对和经历的,文本中提到“能干一天是一天”和“互联网厂工的普遍心态”，反映出对工作压力和竞争环境的无奈与疲惫感，这指向职场内卷（workplace_involution）的焦虑指数较高。同时，“放平了，怎样都能接受
77,c Rongheem_ 03月07日 04:27 来自 iPhone 15 Pro Max 深夜小记（一不小心写了2000字版）： 我是真的很喜欢我现在的这份实习 每天早早的起床 画上通勤小妆12:30出门 开开心心的走到公司 到公司一楼前台接待处拿纸杯接上一杯暖心热饮 刷工牌 进电梯 拍一下今日ootd 工位一坐 同事闲聊两句 打开电脑接杯水 检查昨日进展 制定今日todolist 和远在沙特的...,0.1,0.1,0.0,0.1,0.2,positive,0.85,真的很喜欢我现在的这份实习; 每天早早的起床; 开开心心的走到公司; 同事闲聊两句,文本整体表达了对当前实习工作的喜爱和积极体验，如‘真的很喜欢’、‘开开心心’等词汇表明情绪是正面的。在四个维度中，发展路径迷茫（0.1）和身份认同（0.2）略显轻微，可能源于对未来的不确定性或对自身角
78,c 搞钱女孩Fay 03月03日 13:50 来自 iPhone客户端 从早上9点钟开始。一直到现在刚刚结束。我在公司接待了17波。想要跟我合作国际机票打折业务的？实话实说。和你们聊一聊我的想法。除了一个人，其余的人我一个都没看上。除了一个来自湖南长沙的。一个女生。很小。什么钱？从我的内心来讲，我反而喜欢和。这种人合作，你们知道为什么吗？从聊天的过程当 展开c,0.45,0.3,0.2,0.6,0.4,negative,0.85,一直到现在刚刚结束; 我一个都没看上; 竞争激烈; 从聊天的过程,文本中提到‘接待了17波’、‘我一个都没看上’，显示出工作强度大且对合作对象要求高，体现出职场内卷的焦虑（0.6）。虽然没有直接提到薪酬问题，但整体语气透露出对职业选择和合作对象的挑剔与压力，暗示可能
79,c 孙琳Angelina 03月01日 19:14 来自 Redmi K60 至尊版 【汇总合集｜学霸私房课｜日常心理41-50】 学霸私房课｜日常心理41 #DeepSeek回答如何过好这一生# ds有一点值得学习的是它会提供深度思考的过程。包括预测用户真实需求，多角度思考，给出案例。大家要尽快上手，工作效率提高。但局限在于原创性内容工作是不够的。而且不能把ds当成外部权威信息来源。 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,工作效率提高; 不能把ds当成外部权威信息来源; 多角度思考,文本主要围绕对AI工具DeepSeek的使用和评价，内容偏向技术讨论和学习建议。虽然提到‘工作效率提高’可能暗示对职业发展的关注，但并未明确表达对职业方向、薪酬、内卷或身份认同的焦虑。‘不能把ds当成
80,c 枕边风theuglytruth 02月22日 22:41 来自 微博音频 /节目更新/「vol.303 她不仅是小宇宙COO，也是一直在成长的芒芒」 总是在播客活动现场见面的miya和芒芒，终于录音室里见面啦！这是两人第一次在录音室里聊了聊工作、成长、播客行业的变化，以及如何在不确定中前行。 芒芒回顾了自己的职业轨迹：从豆瓣到即刻，再到小宇宙，她的每一步似乎都带着随机 展开c 播放视频,0.2,0.3,0.1,0.2,0.2,neutral,0.85,职业轨迹; 不确定中前行; 每一步似乎都带着随机,文本主要描述了芒芒的职业经历和播客内容，提到她从豆瓣到即刻再到小宇宙的转变，并提到‘在不确定中前行’。这表明她在职业发展上存在一定的不确定性，但并未表现出强烈的焦虑情绪。整体语调较为中性，没有明显负面
81,c 上游视频 02月21日 13:46 来自 iPhone客户端 #重庆猎头女王揭秘人才争夺战#【百姓记录｜我是猎头女王，一个比你更懂你的人才捕手】#猎头建议职场人要主动学习使用AI#12年间，从行业新人成长为猎头公司创始人的颜绮，见证了我国人才市场的结构性升级，也亲历了猎头行业从“简历搬运工”向“战略人才顾问”的蜕变。 猎头与普通人力资源的本质区别， 展开c 播放视频,0.1,0.1,0.1,0.2,0.1,neutral,0.85,人才市场的结构性升级; 猎头行业从‘简历搬运工’向‘战略人才顾问’的蜕变; 一个比你更懂你的人才捕手,文本主要描述了一位猎头从业者的成长经历和行业变化，整体语调中性，没有明显表达焦虑情绪。虽然提到行业转型和竞争压力（如‘结构性升级’、‘战略人才顾问’），但并未直接表现出对职业发展路径、薪酬待遇或身份认
82,c 醉仙美6 02月19日 03:44 来自 微博视频号 老狗决定这个月结束后将公司全员遣散，已经开完会！ 网友扣字吐槽：你还差这点钱？ 老狗说：我做企业要懂得节流开支！没有必要的开销为啥要花？我是不差钱，但都是辛苦攒下来的。 网友：五哥（丁老五）一个人就能把公司挑起来！ 老狗：那是吹牛x，他毕竟岁数大是老人，跟当代年轻人没法比，互联网 展开c 播放视频,0.5,0.3,0.4,0.6,0.5,negative,0.85,老狗决定这个月结束后将公司全员遣散; 没有必要的开销为啥要花？; 跟当代年轻人没法比,文本中提到‘老狗’决定遣散员工，表现出对成本控制的焦虑，暗示了企业可能面临裁员或结构调整，这会引发职场内卷和身份认同的焦虑。同时，‘没有必要的开销为啥要花？’反映出对资源分配的担忧，可能与薪酬落差有关
83,c Dewrar 02月17日 22:37 来自 iPhone 虽然互联网大厂员工35岁被优化的报道频见报端，但我还是很好奇：为什么这些大厂员工会落得一个失业又背负高昂房贷的结局呢？ 能在头部大厂工作的人，无疑都是人中龙凤，学历、能力、智力样样顶尖，这群人大概是全中国最聪明、最精英的群体之一。抛开企业因素不谈，这群最聪明、最精英的人本应有一定的 展开c,0.65,0.7,0.4,0.6,0.6,negative,0.85,35岁被优化; 失业又背负高昂房贷; 最聪明、最精英的群体,文本中提到‘35岁被优化’和‘失业又背负高昂房贷’，反映出对职业发展路径的担忧和对年龄带来的职业风险的焦虑，因此‘发展路径迷茫’得分较高。虽然没有直接提到薪酬问题，但‘最聪明、最精英的群体’与‘失业’
84,c 还在努力开花 02月14日 23:25 来自 iPhone客户端 好辣 今天就给大家分享一下俺这两年从4.25k换了四家公司 怒刷到8.5k（现在才发现正好是两倍）的故事 可能会比较适合应届或者即将毕业的宝宝，括弧，俺就是个小二本文科生，这些经验勉强算上一些求生指南吧，没啥纲要，想到哪写到哪，可能会有点混乱和冗长 🐣先就业还是先择业？ 就业就业就业，这个 展开c,0.4,0.3,0.5,0.2,0.4,neutral,0.85,从4.25k换了四家公司; 怒刷到8.5k（现在才发现正好是两倍）; 可能比较适合应届或者即将毕业的宝宝; 俺就是个小二本文科生,文本中提到从4.25k涨到8.5k，显示出对薪酬提升的一定关注，但并未表现出强烈的不满或焦虑，因此薪酬落差评分为0.5。文中提到‘先就业还是先择业’的问题，暗示了职业方向上的思考，但未明确表达迷茫，因
85,c 本宫就要买买买 02月12日 19:39 来自 微博网页版 改变女生气场格局的38个顶级想法 1、尽可能去变美 你不得不承认，长得好看就是有用，特别是在互联网时代，你身材好，年轻美貌，就能获取流量，创造财富。美丽，也是发财致富的秘籍之一，要慎用，要会用，而不是乱用。所以尽可能让自己变美，没有天生的，那就后天培养。 2、原谅自己 人生中遇到的所有 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.85,尽可能去变美; 美丽，也是发财致富的秘籍之一; 原谅自己,文本内容主要围绕个人成长和自我提升展开，强调外在形象的重要性以及自我接纳。整体情绪偏向中性，没有明显表现出对职业发展、薪酬、内卷或身份认同的焦虑。虽然提到‘变美’和‘发财致富’，但更多是鼓励性的建议，
86,c 焦剧 02月05日 22:07 来自 iPhone客户端 此刻坐在公寓楼下的咖啡厅，看着眼前杯中苏打水里的倒影，码下这段文字 又一次，在没有完全的着落前，提了离职 没有跟太多人说过这个我想了很久的决定，不是冲动，是连续想了几个月之后的下定决心 在这样不景气的环境下，在我有这个想法初期，正常人都会劝我稳妥起见不要裸辞。我很难把我现在的处境 展开c,0.75,0.8,0.6,0.7,0.8,negative,0.9,没有完全的着落前，提了离职; 连续想了几个月之后的下定决心; 不景气的环境; 裸辞,文本中表现出强烈的焦虑情绪。首先，'没有完全的着落前，提了离职'和'连续想了几个月之后的下定决心'表明对职业发展方向存在迷茫（career_path_confusion）。其次，'不景气的环境'和'裸
87,c 酱娱 01月25日 22:30 转赞人数超过1200 来自 微博视频号 麦琳说会听取网友建议找个班上麦琳心态还蛮好的，确实是干互联网工作的料 麦琳 脱口秀 #优质博文上热搜开放计划# L酱娱的微博视频 播放视频,0.1,0.1,0.1,0.2,0.1,neutral,0.85,麦琳说会听取网友建议找个班上; 麦琳心态还蛮好的，确实是干互联网工作的料,文本内容主要描述了麦琳在社交媒体上的发言和表现，提到她会听取网友建议找一份工作，并且被评价为‘是干互联网工作的料’。整体语气较为中性，没有明显表现出对职业发展、薪酬、内卷或身份认同的强烈焦虑。但‘会听
88,c 相逐相欢 01月04日 03:13 来自 微博网页版 你是如何理解“钱是给女人看的 不是给女人花的”? 大宾哥 很多话你们别听个热闹就拿去不分场合用，尤其要搞清楚，这种“下断言”式的话你得看是谁说的、他是什么社会生态位、他说了算你说了算不算？ 当然了，如果是口号式的拿出来过嘴瘾那就没什么好说的，下面我换个角度，简单拆解一下这个问题。 展开c,0.1,0.1,0.1,0.2,0.1,neutral,0.85,钱是给女人看的 不是给女人花的; 下断言式的话你得看是谁说的; 社会生态位,文本主要围绕对一句网络流行语的分析展开，讨论其适用性和语境。整体情绪较为中性，没有明显表现出对职业发展、薪酬、内卷或身份认同的焦虑。但提到‘下断言式的话’和‘社会生态位’可能暗示对职场中言论和角色定位
89,"c 赵老师很努力 2024年12月31日 10:47 离老家有些距离，不是坏事 网友来信： 赵老师，您好！平时经常看您发的文章，很认同您的观点，希望您这次能说说您作为过来人的看法。 我是山东女孩，我今年刚刚大学毕业，23岁，正如所有人都羡慕的那样，我一毕业就考上了教师编,现在在离家开车一小时的城市市区工作，毕业后我考了家附近的几所城市， 展开c",0.2,0.1,0.3,0.2,0.2,neutral,0.85,离老家有些距离，不是坏事; 一毕业就考上了教师编; 在离家开车一小时的城市市区工作,文本内容主要描述了作者作为刚毕业的大学生，成功考取教师编制并在离家较近的城市工作的情况。整体情绪较为中性，没有明显表达焦虑情绪。然而，提到“离家开车一小时的城市市区工作”可能暗示对职业选择和生活平衡的
90,c 8生生不息8 2024年12月23日 14:28 来自 HUAWEI P40 5G 探索 ACT 治疗：开启心理疗愈的新旅程 在当今快节奏且压力重重的生活中，许多人都在寻找有效的方法来应对焦虑、抑郁、压力等情绪问题，以及改善人际关系和提升生活质量。而接纳与承诺疗法（ACT）逐渐走进了大众的视野，成为了一种备受关注的心理治疗方法。 一、ACT 治疗是什么？ ACT 治疗的全称 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,快节奏且压力重重的生活中; 寻找有效的方法来应对焦虑、抑郁、压力等情绪问题; 工作压力大、竞争激烈,文本主要介绍ACT疗法，提及了现代职场中普遍存在的压力和情绪问题，但并未具体提到职业发展方向、薪酬落差或身份认同的具体焦虑内容。因此，发展路径迷茫和身份认同的焦虑指数较低。然而，文本提到了‘工作压力大
91,c 重生之我在wb撒野 2024年12月22日 23:16 来自 iPhone客户端 感觉回国这半年我的心态转变巨大 一年前我肯定无法想象自己居然乐意放弃更多钱的大厂工作留在广州 出国之前和刚回国那段时间，我一直都很焦虑 焦虑自己出国也没用，回来无法找到体面高薪的大厂工作，对不起爸妈花的这么多钱 回来之后马不停蹄的找大厂实习，然后千里迢迢的跑去上海倒贴实习，就是为了能 展开c,0.75,0.8,0.6,0.7,0.7,negative,0.85,焦虑自己出国也没用; 无法找到体面高薪的大厂工作; 对不起爸妈花的这么多钱; 马不停蹄的找大厂实习; 千里迢迢的跑去上海倒贴实习,文本中表达了强烈的焦虑情绪，主要集中在职业发展方向（如‘无法找到体面高薪的大厂工作’）、薪酬落差（如‘放弃更多钱的大厂工作’）、职场内卷（如‘马不停蹄的找大厂实习’）以及身份认同（如‘对不起爸妈花的这
92,c 刘新征 2024年12月19日 16:43 来自 微博网页版 看《我是刑警》，这个片子其实优秀的并不是那些剧情，我一直认为，剧情无论如何精彩都只体现了编剧的个人见解和世界观，这很大程度上也是我不喜欢虚构类作品的原因。 人是无法想象没有见过的东西的，这是个铁律。 当编剧写伦理剧、感情戏，甚至是悬疑戏的时候，他是擅长的，编剧可以充分的炫技，而我 展开c,0.0,0.0,0.0,0.0,0.0,neutral,0.9,人是无法想象没有见过的东西的; 编剧可以充分的炫技,文本内容主要围绕对影视作品创作逻辑的思考，未提及与职场焦虑相关的具体问题，如职业发展、薪酬、竞争或身份认同。因此，四个维度的焦虑指数均为0。整体情感倾向为中性，作者表达的是对创作逻辑的理性分析，而非情
93,c 李明Bright 2024年12月12日 11:39 来自 微博音频 #听见微博# #微博声浪计划# 【关于节目】 这是一档聚焦商业、科技、互联网领域，一同成长进化的栏目，包括资讯解读、产品运营、市场增长实战经验，读书学习、认知思考分享，和大家一起更好地理解新商业和新科技，在业务增长和个人成长的道路上持续进化。 我是李明Bright，前阿里巴巴的产品专家，前KaDa 展开c 播放视频,0.0,0.0,0.0,0.0,0.0,neutral,0.95,聚焦商业、科技、互联网领域; 一同成长进化; 产品运营、市场增长实战经验; 读书学习、认知思考分享,该文本主要介绍一个职场类栏目内容，强调专业性和成长性，未提及任何与焦虑相关的具体问题。因此，在四个维度上均无明显焦虑表现。情感倾向为中性，文本旨在传递信息而非表达情绪。
94,c 吃木头不吐老阿机 2024年12月06日 20:43 来自 微博音频 年底啦！是不是“上班”上得巨累？谁会喜欢上班！还不是不得不上班？！#一条音频告别2024# #听见热爱 大胆开麦# 最近因为常常听各位老板对上班的吐槽，也想到之前几次跟各种不同类型高强度消耗相关的“班兽”的斗争。 今天就探讨一下，从很累很内耗的上班中，恢复方法吧！#机秘通话# 🙋‍♀️温馨 展开c 播放视频,0.45,0.2,0.3,0.6,0.4,negative,0.85,上班上得巨累; 谁会喜欢上班！还不是不得不上班？！; 高强度消耗相关的‘班兽’的斗争; 从很累很内耗的上班中恢复,文本表达了对工作状态的不满和疲惫感，尤其是提到‘上班上得巨累’、‘不得不上班’等表达，显示出对职场压力和内耗的焦虑。其中‘高强度消耗相关的‘班兽’的斗争’直接指向了职场内卷和过度竞争的问题，因此 Wo
95,c 比奇堡的堡草 2024年12月04日 21:42 来自 iPhone 16 Pro Max 都在说大学生找不到工作，我分享一下 我作为一个两年从打工人转化成“工作室老板” 我开掉员工的过程 发生在昨天，孙给我发了一张截图 看到的时候整个人都在发抖 是生理性的抖 大致就是我在线下招的小助理，在和她的朋友吐槽 我是多么的“伪女权” 而她的朋友附和到：“以后我们都 展开c,0.75,0.6,0.4,0.8,0.9,negative,0.85,整个人都在发抖; 伪女权; 开掉员工的过程; 职业发展方向不明确,文本中表现出强烈的职场焦虑，尤其是身份认同和职场内卷方面。作者提到自己作为‘工作室老板’却因员工的负面评价而感到震惊和不安，显示出对自身角色和归属感的强烈不确定（identity_crisis）。同时
96,c 每天读点正能量 2024年11月18日 20:51 来自 iPhone客户端 【幽默一笑】（97） 1、年轻真好，我也是年纪大了才知道。 2、越来越不爱说话了，最近打算去报个手语班。 3、给大家介绍一下我的互联网替身 4、人生还是要有梦想的，即使是咸鱼，也要最咸的那条。 5、机会是留给有准备的人，没有机会别瞎准备。 6、漂亮女人有点脾气怎么了？怎么了？ 7、你全力做到最 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.95,人生还是要有梦想的，即使是咸鱼，也要最咸的那条。; 机会是留给有准备的人，没有机会别瞎准备。,该文本主要为幽默段子和正能量语录，整体情绪偏向中性。虽然其中提到‘人生要有梦想’和‘机会是留给有准备的人’，但并未表现出明显的焦虑情绪。四个维度的焦虑指数均较低，因为文本中未提及职业发展路径不明确、薪
97,c JetGoJetGo 2024年11月02日 09:26 来自 iPhone客户端 前天有位朋友带着他的一帮学生到公司来参观交流的时候提了三个问题：第一公司的第一桶金是哪里来的？第二公司的核心竞争力是什么？第三公司的使命是什么？ 我是这样回答的：第一公司的第一桶金是我们几个合伙人之前工作的积累，加上朋友凑的一些钱，没有大家想象的那么大的机缘跟运气比较普通的路子。 展开c,0.1,0.1,0.1,0.1,0.1,neutral,0.85,第一桶金是哪里来的; 核心竞争力是什么; 使命是什么,文本内容主要描述了一位职场人士在回答他人关于公司发展问题时的陈述，没有直接表达焦虑情绪。从语义分析来看，回答者并未表现出对自身职业发展、薪酬待遇、工作压力或身份认同的明显担忧。然而，提到他人提问涉及公
98,c 改命人姜戈 2024年10月25日 11:24 来自 三星Note20 Ultra 5G 和什么样的人聊天才能愉悦和舒服？ 对方能够听懂你的话，能够包容你的感受，同时还能够冷静的分析你的弱点，你的不足，你选择的错误，最后还给你正确的建议，这种聊天是最舒服的。 我在人生的道路中，非常有幸的遇到了一位贵人，我进入互联网大厂工作的第一位上司，英文名叫Johnson。 他是个家境非常 展开c,0.2,0.1,0.0,0.2,0.3,neutral,0.85,对职业发展方向不明确; 能够听懂你的话，能够包容你的感受; 进入互联网大厂工作的第一位上司,文本主要描述了用户在职场中遇到一位对其有帮助的上司，并提到希望找到能理解并提供建设性意见的人。整体情绪偏向中性，没有明显表达对薪酬、晋升或竞争的焦虑。但提及‘对职业发展方向不明确’和‘身份认同’相关的
99,c 踩着风火轮的姑娘whhhh 2024年10月20日 18:11 来自 iPhone客户端 关系中、团体中的权力和地位，都是靠自己争取捍卫来的。人活在一张互联网当中，身处群体，无论是亲朋好友，还是学业工作，你都不可能完全独来独往、独善其身。保持独立性的情况下，还能自给自足、不被坏人欺负坑害，这需要很高的智慧和能力。 内心的力量，是从不断面对恐惧、走出盲区开始，当你解决一 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.85,关系中、团体中的权力和地位，都是靠自己争取捍卫来的; 保持独立性的情况下，还能自给自足、不被坏人欺负坑害; 内心的力量，是从不断面对恐惧、走出盲区开始,文本主要讨论了职场中个体需要通过努力争取地位和独立性，同时提到面对恐惧和盲区的重要性。虽然没有直接提及职业发展方向、薪酬落差或身份认同的明确焦虑，但提到了‘需要很高的智慧和能力’以及‘不被坏人欺负坑害
100,c 菲比福-辛香兰 2024年10月15日 15:34 来自 iPhone 15 Plus 《雌竞，被污名化的新词（下）》 四、雌竞被污名化过程 过度的雄性竞争，比如印度某油，大大大大技术也让人不适。 但，我们发现，雄性竞争，并没有被狭义缩小内涵至通过盗窃、抢劫、强奸、诈骗等非正当、非法途径、手段获得女性性资源及繁衍机会上。也没有被局限在印度某油里。 （下期继续聊… 展开c,0.2,0.1,0.1,0.3,0.2,neutral,0.85,雌竞被污名化; 过度的雄性竞争; 印度某油; 非正当、非法途径,文本主要讨论职场中关于‘雌竞’和‘雄性竞争’的争议，提及了过度竞争的现象，如‘印度某油’和‘非正当、非法途径’等，显示出对职场竞争激烈程度的担忧，因此在‘职场内卷’维度评分较高。但文本并未直接表达对职
101,c 软妹昱小可爱 2024年09月24日 19:19 来自 🐯🧇iPhone 14 Pro #可爱胡胡的流水账屁话# 秋天来了 院子里的果子熟了 俺也要走了 去过自己的秋天了👋 Doby is 🆓 🧚！ 昨天下班和她们拜拜的时候 jerry 哥说 这是真的拜拜的再见吗 我说 没有啦！明天还一堆事儿呢明天再真再见 今天又再见再见 真再见啦 和我结束最快的一份实习👋 但这一份也是最像 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.85,过自己的秋天了; 结束最快的一份实习; 真再见啦,文本中透露出对即将结束实习的复杂情绪，如‘过自己的秋天了’和‘真再见啦’暗示对未来的不确定感和对职场角色的短暂归属。虽然没有直接提到职业发展、薪酬或内卷的具体问题，但‘结束最快的一份实习’可能隐含对职
102,c 破家有衔蝉 2024年09月22日 08:55 来自 iPad air 警惕颜割！别忘了“白纸”。虽说不足为惧，相信国家。但也是一件必须小心谨慎处理的事。现在是民间发声，官家不好出面，毕竟外面风大雨大，掌舵人必须全神贯注，不被干扰。国内媒体要么是软脚虾，要么干脆本身就是带着任务的，不火上浇油就不错了，正义发声就别指望了。好在如今见到许多博主自发地为无 展开c,0.6,0.4,0.3,0.7,0.5,negative,0.85,警惕颜割; 民间发声; 官家不好出面; 风大雨大; 掌舵人必须全神贯注; 不被干扰; 媒体软脚虾; 带着任务的; 正义发声就别指望了,文本中表达了对职场环境和外部压力的担忧，尤其是对官方无法直接回应社会问题的无奈感。'警惕颜割'和'风大雨大'暗示了对潜在风险的焦虑；'官家不好出面'和'掌舵人必须全神贯注'反映了对组织内部压力和责任的
103,c 王大力如山 2024年09月06日 08:37 来自 微博音频 #听见微博# #微博声浪计划# 大家好，我是就业研究员贝贝。 本期节目邀请的嘉宾是我的高中同学：钒钒。我和钒钒高中时是同桌，平时上课下课老爱讲话，我明明记得他作为化学课代表，那时候跟我讲他想报考材料化学，结果后来居然干到北邮读信息工程去了。但不管他曾经的志向是什么，当年像我俩最后一个读 展开c 播放视频,0.1,0.2,0.0,0.0,0.1,neutral,0.85,职业发展方向不明确; 当年像我俩最后一个读,文本内容主要描述了作者与高中同学的回忆，提及对方曾有不同专业志向但最终选择不同路径。虽然提到‘职业发展方向不明确’，但整体语气较为轻松，没有表现出强烈的焦虑情绪。其他维度如薪酬落差、职场内卷和身份认同
104,c 默庵·超级个体 2024年08月13日 15:52 来自 微博网页版 小公司，装不下大厂人 今天看到一篇文章，讲的是小公司不欢迎大厂离职员工的话题。 我其实是非常有感触的， 我身边也有类似的例子。 以前，我们总是喜欢这么一个词语，叫：大厂镀金。当你去大厂工作几年之后，就背负了上了大厂光环，给自己镀了一层金。当时，很多中小型企业确实很喜欢大厂出来的人 展开c,0.45,0.3,0.2,0.5,0.6,negative,0.85,小公司，装不下大厂人; 大厂镀金; 不欢迎大厂离职员工; 背负了上了大厂光环,文本主要表达了对职场身份认同的焦虑（如‘小公司，装不下大厂人’和‘大厂镀金’），以及对自身在职场中角色不确定的担忧（如‘不欢迎大厂离职员工’）。同时，提到中小型企业对大厂员工的态度，暗示了职场竞争和内
105,c 田一依依 2024年08月10日 01:01 来自 J音社超话 J音社超话 各位dmls好，我是截图中的鱼崽，针对热门老师帖子中的截图，站在我的角度解释一下当时的情景： 当时刚进入连雾直播间，看到弹幕第一反应确实是本着吃瓜人的心态在解读弹幕，所以接了两句话。一方面没意识到谣言的真实性，一方面确实不该在公众场合发表吃瓜言论，为此特向热门和乌龙茶道 展开c,0.2,0.1,0.0,0.3,0.2,neutral,0.85,站在我的角度解释一下当时的情景; 没意识到谣言的真实性; 不该在公众场合发表吃瓜言论; 特向热门和乌龙茶道,文本内容主要描述了用户对某事件的澄清，表达了一定程度的自我反思和对行为后果的担忧。其中提到‘没意识到谣言的真实性’和‘不该在公众场合发表吃瓜言论’显示出一定的职场内卷焦虑（因担心被误解或引发争议）和身
106,c PITD亚洲虐待博士组织 2024年08月08日 19:53 pitd树洞超话 虐虐，想投稿。我是2024届应届毕业生，秋招拿到了互联网大厂offer，最近入职两个月辞职了。这份工作早上九点到晚上九点，周末我还需要加班，我在上班的过程中，没有人教我，我自己看别人的东西做他们给我的文档，做出来错了以后他们问我为什么不问，我问了以后又问我为什么不主动思 展开c,0.75,0.6,0.3,0.8,0.7,negative,0.9,早上九点到晚上九点; 没有人教我; 做出来错了以后他们问我为什么不问; 周末我还需要加班; 不主动思考,文本中描述了高强度的工作时间（早上九点到晚上九点，周末加班），缺乏指导和培训，且在工作中被批评不主动思考，表现出强烈的职场内卷和身份认同问题。虽然没有直接提到薪酬落差，但工作强度与回报的不匹配可能暗示
107,c 玻璃绷带小狗_ 2024年08月07日 15:51 来自 iPhone客户端 今天找同济哥姐喝咖啡 感觉tj哥的思维真的挺超前的 真的佩服 我跟他们吐槽领导 tj哥觉得领导的想法没错 连部门里其他人都觉得我做的没错 他觉得领导批评我是有理由的 有时候感觉如果自己真的理解不了领导的思维 可能真的就不是做领导的料 因为她们爬到这个高度一定是有原因的 或许我真的该去适应一下公 展开c,0.5,0.6,0.2,0.4,0.6,negative,0.85,感觉tj哥的思维真的挺超前; 有时候感觉如果自己真的理解不了领导的思维; 可能真的就不是做领导的料; 或许我真的该去适应一下,文本中表现出对职业发展方向和自身角色的不确定，如‘可能真的就不是做领导的料’和‘或许我真的该去适应一下’显示出身份认同和职业路径的焦虑。虽然没有直接提到薪酬问题，但整体情绪偏向负面，工作压力和竞争感也
108,c 狗鱼实干家来自1208 2024年08月04日 12:13 来自 iPhone客户端 之前和朋友说，等我上几天班再来和你分享我的班后感，现在我已经不能确定自己是不是在上班了 在入职培训的一周半，我下意识的把自己当成一个学生，抱着学习的心态，在正式上班的两周，因为管培生的特殊性质，我觉得自己仿佛还是一个学生，大家也把我当成一个学生，帮助我去学习 管培生真的是一个利弊 展开c,0.5,0.6,0.2,0.4,0.6,negative,0.85,不能确定自己是不是在上班了; 仿佛还是一个学生; 管培生真的是一个利弊,文本中表达了对职业身份的不确定（‘不能确定自己是不是在上班了’、‘仿佛还是一个学生’），显示出身份认同焦虑。同时，提到‘管培生真的是一个利弊’暗示对职业发展路径存在迷茫。虽然没有直接提及薪酬或竞争压力
109,c -枝微 2024年07月30日 22:53 来自 iPhone 这几天的工作真的让我感觉无比痛苦…当初进入互联网公司时，我是抱着“好好干，大不了试用期内双方都觉得不合适我们就互相拜拜”的心态来的，心想放平心态，努力工作，那结果应该也不会太差。但是这两天我真的，这样的工作让我身体、心灵都受到了严重的伤害，我明显感受到了我由内而外的低压和情绪紧张 展开c,0.75,0.3,0.2,0.8,0.6,negative,0.9,无比痛苦; 身体、心灵都受到了严重的伤害; 低压和情绪紧张,文本中表达了强烈的职场压力和情绪困扰，尤其是对工作环境的不满和身心疲惫感。虽然没有直接提到职业发展路径或薪酬问题，但通过‘试用期内双方都觉得不合适我们就互相拜拜’可以看出对职业方向的不确定性。‘工作让
110,c 星河网事 2024-07-26 18:48 转赞人数超过100 来自 微博视频号 林木怒斥俞美之忍你很久了 不是一个量级的你不配跟我对话 换多少搭档了都是别人的错啊 我说的已经很收敛了，少在直播间提我，最好不要提我，她给我拉黑了，我视频里根本不会出现她，我俩在团队就是陌生人，不要提我了我老累了，也不要说男的没有格局，既然男女平等，就按照平等的来，你们看看回放谁先 展开c 播放视频,0.75,0.3,0.2,0.8,0.7,negative,0.85,忍你很久了; 换多少搭档了都是别人的错啊; 我老累了; 不要提我了; 我俩在团队就是陌生人,文本中表现出强烈的职场冲突和情绪宣泄，显示出对工作环境的不满和压力。'忍你很久了'、'我老累了'等短语直接表达了焦虑情绪。'换多少搭档了都是别人的错啊'暗示了职场内卷和人际关系紧张，'我俩在团队就是陌
