城市_清洗,行业,薪资_月平均K,经验要求,学历要求
广州,互联网,22.5,经验不限,学历不限
广州,汽车经销商,10.5,1-3年,学历不限
广州,批发/零售,9.5,经验不限,学历不限
广州,互联网,7.5,1-3年,学历不限
广州,电子/硬件开发,5.5,1-3年,学历不限
广州,服装/纺织,9.5,3-5年,学历不限
广州,其他生活服务,,经验不限,学历不限
广州,电子商务,7.0,经验不限,学历不限
广州,批发/零售,12.5,1-3年,高中
广州,电子商务,8.5,1-3年,学历不限
广州,保健/养生,4.5,1-3年,学历不限
成都,互联网,14.0,经验不限,学历不限
成都,人工智能,40.0,经验不限,学历不限
成都,人工智能,20.5,经验不限,学历不限
成都,电子商务,1.5,经验不限,学历不限
成都,互联网,2.86,经验不限,学历不限
成都,汽车零部件,8.5,1-3年,学历不限
成都,文化艺术/娱乐,9.0,经验不限,学历不限
成都,文化艺术/娱乐,5.5,经验不限,学历不限
成都,生活服务(O2O),8.0,经验不限,学历不限
成都,新能源汽车,14.0,经验不限,学历不限
成都,体育,9.0,经验不限,学历不限
成都,食品/饮料/烟酒,6.5,经验不限,学历不限
成都,宠物服务,6.5,1-3年,学历不限
成都,生活服务(O2O),10.5,经验不限,学历不限
成都,服装/纺织,9.5,1-3年,学历不限
成都,即时配送,7.5,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,医美服务,12.5,经验不限,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,社交网络与媒体,8.0,经验不限,学历不限
成都,社交网络与媒体,2.5,1-3年,学历不限
成都,餐饮,3.5,经验不限,学历不限
成都,餐饮,6.5,经验不限,学历不限
成都,互联网,10.5,经验不限,学历不限
成都,酒店/民宿,3.5,1-3年,高中
成都,互联网金融,4.5,经验不限,学历不限
成都,企业服务,6.0,经验不限,学历不限
成都,生活服务(O2O),7.0,1-3年,高中
成都,互联网,7.0,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,社交网络与媒体,11.5,经验不限,学历不限
成都,互联网,4.5,经验不限,高中
成都,汽车后市场,9.0,1-3年,学历不限
成都,在线教育,17.5,经验不限,学历不限
成都,文化艺术/娱乐,12.5,经验不限,学历不限
成都,互联网,2.75,经验不限,学历不限
成都,房地产中介/租赁,7.5,经验不限,学历不限
成都,其他生活服务,,经验不限,学历不限
成都,即时配送,8.5,经验不限,学历不限
成都,文化艺术/娱乐,22.5,经验不限,学历不限
成都,互联网金融,15.5,经验不限,学历不限
成都,批发/零售,5.5,经验不限,学历不限
成都,人力资源服务,11.5,经验不限,学历不限
成都,医疗健康,0.96,经验不限,学历不限
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,体育,8.5,经验不限,学历不限
成都,其他生活服务,8.0,经验不限,学历不限
成都,餐饮,2.5,经验不限,学历不限
成都,新零售,6.0,3-5年,学历不限
成都,食品/饮料/烟酒,6.0,经验不限,学历不限
成都,其他消费品,3.5,1年以内,学历不限
成都,游戏,8.5,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,其他生活服务,5.5,经验不限,学历不限
成都,游戏,9.5,经验不限,学历不限
成都,文化艺术/娱乐,7.0,1-3年,学历不限
成都,餐饮,3.0,经验不限,学历不限
成都,互联网,8.0,经验不限,学历不限
成都,互联网,7.5,经验不限,学历不限
成都,其他专业服务,10.5,3-5年,学历不限
成都,其他行业,3.0,经验不限,学历不限
成都,新能源汽车,5.75,经验不限,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,生活服务(O2O),11.0,经验不限,学历不限
成都,快递,10.0,经验不限,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,企业服务,7.5,经验不限,学历不限
成都,其他行业,6.5,1年以内,学历不限
成都,文化艺术/娱乐,3.85,经验不限,学历不限
成都,装修装饰,10.5,经验不限,学历不限
成都,其他生活服务,3.5,1-3年,学历不限
成都,服装/纺织,8.5,1-3年,学历不限
成都,政府/公共事业,5.0,经验不限,学历不限
成都,文化艺术/娱乐,9.0,经验不限,学历不限
成都,餐饮,8.4,经验不限,学历不限
成都,酒店/民宿,4.5,1-3年,学历不限
成都,生活服务(O2O),10.0,经验不限,学历不限
成都,即时配送,,经验不限,学历不限
成都,原材料及加工/模具,6.5,3-5年,学历不限
成都,咨询,,1-3年,学历不限
成都,互联网金融,11.5,经验不限,学历不限
成都,生活服务(O2O),9.5,经验不限,学历不限
成都,餐饮,4.0,经验不限,学历不限
成都,文化艺术/娱乐,4.5,1-3年,学历不限
成都,美容,5.0,经验不限,学历不限
成都,社交网络与媒体,12.12,经验不限,学历不限
成都,即时配送,7.5,经验不限,学历不限
成都,金属制品,6.0,1-3年,学历不限
成都,汽车后市场,9.5,3-5年,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,餐饮,,经验不限,学历不限
成都,餐饮,4.5,1-3年,学历不限
成都,家政服务,8.5,经验不限,学历不限
成都,运动/健身,2.64,1-3年,学历不限
成都,电子商务,8.0,经验不限,学历不限
成都,游戏,2.09,经验不限,学历不限
成都,餐饮,2.5,经验不限,学历不限
成都,美容,25.0,经验不限,学历不限
成都,计算机软件,6.0,经验不限,初中及以下
成都,快递,,经验不限,学历不限
成都,交通/运输,10.0,3-5年,学历不限
成都,餐饮,7.5,经验不限,学历不限
成都,游戏,12.5,1-3年,学历不限
成都,互联网,6.0,经验不限,学历不限
成都,法律,22.5,1-3年,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,人力资源服务,9.5,经验不限,学历不限
成都,互联网,9.0,经验不限,学历不限
成都,计算机软件,4.0,经验不限,学历不限
成都,咨询,17.5,经验不限,学历不限
成都,新零售,4.5,1-3年,高中
成都,汽车研发/制造,6.0,经验不限,学历不限
成都,互联网,45.0,经验不限,学历不限
成都,文化艺术/娱乐,6.0,经验不限,学历不限
成都,互联网金融,10.5,经验不限,学历不限
成都,批发/零售,12.5,经验不限,高中
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,培训/辅导机构,12.5,1-3年,高中
成都,互联网,8.0,经验不限,学历不限
成都,装修装饰,10.0,1-3年,学历不限
成都,互联网,5.0,经验不限,学历不限
成都,文化艺术/娱乐,5.5,经验不限,学历不限
成都,银行,8.5,经验不限,学历不限
成都,机械设备/机电/重工,4.5,经验不限,高中
成都,餐饮,4.0,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,快递,7.5,经验不限,学历不限
成都,日化,9.5,经验不限,学历不限
成都,咨询,4.5,经验不限,学历不限
成都,互联网,6.5,经验不限,学历不限
成都,通信/网络设备,3.5,经验不限,高中
成都,互联网,10.5,经验不限,学历不限
成都,餐饮,6.0,经验不限,学历不限
成都,文化艺术/娱乐,8.0,经验不限,学历不限
成都,房地产中介/租赁,7.5,经验不限,学历不限
成都,餐饮,6.0,经验不限,学历不限
成都,休闲/娱乐,5.0,经验不限,学历不限
成都,广告/公关/会展,7.0,3-5年,学历不限
成都,批发/零售,9.0,经验不限,学历不限
成都,家具/家居,7.5,1-3年,学历不限
成都,计算机服务,5.5,经验不限,学历不限
成都,培训/辅导机构,28.6,经验不限,学历不限
成都,培训/辅导机构,6.0,经验不限,学历不限
成都,互联网,10.5,经验不限,学历不限
成都,快递,9.5,经验不限,学历不限
成都,文化艺术/娱乐,6.5,经验不限,学历不限
成都,房地产中介/租赁,9.5,经验不限,学历不限
成都,互联网,7.0,经验不限,学历不限
成都,批发/零售,9.5,经验不限,初中及以下
成都,休闲/娱乐,7.5,1-3年,学历不限
成都,美容,7.5,1-3年,学历不限
成都,批发/零售,3.5,经验不限,学历不限
成都,快递,10.0,经验不限,学历不限
成都,休闲/娱乐,5.0,1年以内,高中
成都,餐饮,5.0,经验不限,学历不限
成都,文化艺术/娱乐,10.0,1-3年,高中
成都,休闲/娱乐,21.5,经验不限,学历不限
成都,美容/美发,6.5,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,新零售,14.5,3-5年,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,运营商/增值服务,8.0,经验不限,学历不限
成都,学校/学历教育,8.5,经验不限,学历不限
成都,互联网,6.5,经验不限,学历不限
成都,即时配送,8.5,经验不限,学历不限
成都,仪器仪表/工业自动化,7.0,经验不限,学历不限
成都,保健/养生,18.0,5-10年,学历不限
成都,其他金融业,12.5,1-3年,学历不限
成都,批发/零售,8.5,经验不限,学历不限
成都,餐饮,3.3,经验不限,学历不限
成都,家政服务,8.5,1年以内,初中及以下
成都,家具/家电/家居,7.5,1年以内,学历不限
成都,电子商务,10.5,经验不限,学历不限
成都,互联网,7.5,经验不限,学历不限
成都,即时配送,15.0,经验不限,学历不限
成都,咨询,25.0,经验不限,学历不限
成都,批发/零售,5.0,经验不限,学历不限
成都,其他行业,7.5,经验不限,学历不限
成都,家政服务,7.5,经验不限,学历不限
成都,美容,17.5,经验不限,学历不限
成都,美容/美发,8.5,3-5年,学历不限
成都,酒店/民宿,6.0,3-5年,学历不限
成都,客运服务,5.72,经验不限,学历不限
成都,物业管理,2.5,3-5年,学历不限
成都,餐饮,4.0,经验不限,学历不限
成都,建筑材料,9.5,1-3年,高中
成都,文化艺术/娱乐,9.5,经验不限,学历不限
成都,互联网金融,6.5,经验不限,学历不限
成都,生活服务(O2O),5.0,经验不限,学历不限
成都,互联网金融,12.5,经验不限,学历不限
成都,通信/网络设备,10.0,经验不限,学历不限
成都,文化艺术/娱乐,8.25,经验不限,学历不限
成都,通用设备,7.5,经验不限,学历不限
成都,大数据,7.0,1-3年,高中
成都,服装/纺织,7.5,经验不限,学历不限
成都,游戏,6.0,经验不限,学历不限
成都,医疗服务,4.5,1-3年,学历不限
成都,美容/美发,8.5,1-3年,学历不限
成都,培训/辅导机构,10.5,1-3年,学历不限
成都,体育,16.5,经验不限,学历不限
成都,物业管理,4.5,经验不限,初中及以下
成都,互联网,6.5,经验不限,学历不限
成都,汽车后市场,10.5,经验不限,学历不限
成都,美容,10.5,1-3年,初中及以下
成都,回收/维修,7.0,经验不限,学历不限
成都,互联网,10.5,经验不限,学历不限
成都,互联网,21.5,经验不限,学历不限
成都,文化艺术/娱乐,5.28,经验不限,学历不限
成都,其他专业服务,6.5,经验不限,学历不限
成都,互联网金融,18.0,经验不限,学历不限
成都,其他行业,7.5,经验不限,学历不限
成都,美容,7.5,经验不限,学历不限
成都,餐饮,7.5,经验不限,学历不限
成都,保健/养生,11.5,1-3年,学历不限
成都,美容,9.5,经验不限,学历不限
成都,互联网,12.5,经验不限,学历不限
成都,餐饮,4.5,1年以内,初中及以下
成都,批发/零售,5.5,1年以内,高中
成都,生活服务(O2O),10.5,经验不限,学历不限
成都,批发/零售,4.5,1年以内,学历不限
成都,其他生活服务,6.5,经验不限,学历不限
成都,其他生活服务,12.5,经验不限,学历不限
成都,餐饮,5.5,经验不限,学历不限
成都,互联网金融,10.5,经验不限,学历不限
成都,培训/辅导机构,10.5,经验不限,学历不限
成都,旅游/景区,4.0,1-3年,高中
成都,家政服务,9.5,经验不限,学历不限
成都,服装/纺织,11.5,3-5年,高中
成都,游戏,20.0,5-10年,学历不限
成都,互联网金融,9.5,1-3年,学历不限
成都,休闲/娱乐,5.0,经验不限,学历不限
成都,餐饮,5.5,1-3年,高中
成都,酒店/民宿,5.0,经验不限,高中
成都,文化艺术/娱乐,4.95,经验不限,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,仪器仪表/工业自动化,30.0,5-10年,硕士
成都,房地产中介/租赁,10.5,经验不限,学历不限
成都,文化艺术/娱乐,8.5,经验不限,学历不限
成都,咨询,10.5,经验不限,学历不限
成都,游戏,20.5,3-5年,学历不限
成都,批发/零售,7.5,经验不限,学历不限
成都,休闲/娱乐,7.5,经验不限,学历不限
成都,文化艺术/娱乐,4.5,经验不限,学历不限
成都,餐饮,9.6,经验不限,学历不限
成都,电子商务,5.5,1-3年,学历不限
成都,医疗服务,22.5,3-5年,学历不限
成都,汽车零部件,7.5,1-3年,学历不限
成都,企业服务,8.5,1-3年,学历不限
成都,其他行业,9.5,经验不限,学历不限
成都,其他行业,12.5,1年以内,高中
成都,其他生活服务,8.5,3-5年,学历不限
成都,办公用品及设备,11.5,经验不限,学历不限
成都,游戏,6.0,1年以内,学历不限
成都,日化,7.0,经验不限,学历不限
成都,咨询,20.5,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,餐饮,40.0,1-3年,学历不限
成都,宠物服务,3.5,1-3年,学历不限
成都,文化艺术/娱乐,3.0,经验不限,学历不限
成都,汽车经销商,8.5,经验不限,学历不限
成都,房地产中介/租赁,9.5,1-3年,高中
成都,文化艺术/娱乐,9.0,经验不限,学历不限
成都,文化艺术/娱乐,10.0,经验不限,学历不限
成都,游戏,20.0,经验不限,学历不限
成都,社交网络与媒体,8.0,经验不限,学历不限
成都,文化艺术/娱乐,9.5,经验不限,学历不限
成都,培训/辅导机构,11.5,经验不限,学历不限
成都,社交网络与媒体,8.5,经验不限,学历不限
成都,法律,8.5,经验不限,高中
成都,互联网,5.5,经验不限,学历不限
成都,其他专业服务,8.5,经验不限,学历不限
成都,互联网,8.5,经验不限,学历不限
成都,其他专业服务,4.0,经验不限,学历不限
成都,电子商务,7.5,经验不限,学历不限
成都,电子商务,8.0,1年以内,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,珠宝/首饰,7.5,1-3年,高中
成都,美容,9.5,1-3年,学历不限
成都,食品/饮料/烟酒,5.5,经验不限,学历不限
成都,新能源汽车,12.5,1-3年,学历不限
成都,文化艺术/娱乐,10.0,经验不限,学历不限
成都,餐饮,4.0,1-3年,高中
成都,快递,,经验不限,学历不限
成都,日化,7.5,经验不限,初中及以下
成都,进出口贸易,6.5,1-3年,高中
成都,文化艺术/娱乐,3.5,经验不限,学历不限
成都,其他制造业,20.0,5-10年,学历不限
成都,文化艺术/娱乐,12.5,经验不限,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,餐饮,3.5,经验不限,学历不限
成都,新能源汽车,9.0,3-5年,学历不限
成都,互联网,10.5,经验不限,学历不限
成都,婚庆/摄影,11.0,1年以内,学历不限
成都,文化艺术/娱乐,2.64,经验不限,学历不限
成都,医疗服务,12.5,经验不限,学历不限
成都,休闲/娱乐,4.5,经验不限,学历不限
成都,智能硬件,6.5,3-5年,高中
成都,汽车零部件,8.5,1-3年,学历不限
成都,运动/健身,9.5,1-3年,学历不限
成都,美容,10.5,3-5年,学历不限
成都,法律,12.5,经验不限,学历不限
成都,生活服务(O2O),10.5,经验不限,学历不限
成都,培训/辅导机构,28.6,经验不限,学历不限
成都,机械设备/机电/重工,4.5,经验不限,高中
成都,培训/辅导机构,6.0,经验不限,学历不限
成都,餐饮,4.0,经验不限,学历不限
成都,生活服务(O2O),8.0,经验不限,学历不限
成都,文化艺术/娱乐,8.5,经验不限,学历不限
成都,咨询,4.5,经验不限,学历不限
成都,互联网,6.5,经验不限,学历不限
成都,通信/网络设备,3.5,经验不限,高中
成都,互联网,10.5,经验不限,学历不限
成都,新能源汽车,10.0,经验不限,学历不限
成都,运动/健身,9.5,经验不限,学历不限
成都,装修装饰,8.5,经验不限,学历不限
成都,房地产中介/租赁,6.5,经验不限,学历不限
成都,交通/运输,8.5,经验不限,学历不限
成都,咨询,17.5,经验不限,学历不限
成都,餐饮,6.0,经验不限,学历不限
成都,新零售,4.5,1-3年,高中
成都,企业服务,6.0,经验不限,学历不限
成都,文化艺术/娱乐,8.0,经验不限,学历不限
成都,互联网,45.0,经验不限,学历不限
成都,生活服务(O2O),8.5,经验不限,学历不限
成都,文化艺术/娱乐,6.0,经验不限,学历不限
成都,互联网金融,10.5,经验不限,学历不限
成都,房地产中介/租赁,7.5,经验不限,学历不限
成都,广告/公关/会展,7.0,3-5年,学历不限
成都,装修装饰,10.0,1-3年,学历不限
成都,互联网,5.0,经验不限,学历不限
成都,休闲/娱乐,10.5,经验不限,学历不限
成都,社交网络与媒体,9.0,1-3年,学历不限
成都,游戏,9.5,3-5年,学历不限
成都,互联网,5.5,1-3年,学历不限
成都,批发/零售,2.5,经验不限,学历不限
成都,新能源汽车,9.5,经验不限,学历不限
成都,装修装饰,12.5,经验不限,学历不限
成都,美容/美发,8.5,3-5年,学历不限
成都,互联网,8.0,经验不限,学历不限
成都,文化艺术/娱乐,9.5,经验不限,学历不限
成都,互联网金融,6.5,经验不限,学历不限
成都,生活服务(O2O),5.0,经验不限,学历不限
成都,体育,16.5,经验不限,学历不限
成都,物业管理,4.5,经验不限,初中及以下
成都,互联网,6.5,经验不限,学历不限
成都,汽车后市场,10.5,经验不限,学历不限
成都,回收/维修,7.0,经验不限,学历不限
成都,游戏,6.0,经验不限,学历不限
成都,银行,8.5,经验不限,学历不限
成都,互联网,10.5,经验不限,学历不限
成都,文化艺术/娱乐,9.0,经验不限,学历不限
成都,快递,9.5,经验不限,学历不限
成都,快递,7.5,经验不限,学历不限
成都,日化,9.5,经验不限,学历不限
成都,信息安全,13.5,经验不限,学历不限
成都,互联网金融,12.5,经验不限,学历不限
成都,培训/辅导机构,10.5,1-3年,学历不限
成都,通信/网络设备,10.0,经验不限,学历不限
成都,美容,10.5,1-3年,初中及以下
成都,文化艺术/娱乐,8.25,经验不限,学历不限
成都,大数据,7.0,1-3年,高中
成都,服装/纺织,7.5,经验不限,学历不限
成都,互联网,8.0,经验不限,学历不限
成都,家政服务,7.5,经验不限,学历不限
成都,电子商务,5.0,1年以内,高中
成都,仪器仪表/工业自动化,7.0,经验不限,学历不限
成都,日化,9.5,经验不限,学历不限
成都,其他生活服务,9.0,经验不限,学历不限
成都,文化艺术/娱乐,10.5,经验不限,初中及以下
成都,医疗健康,10.0,经验不限,学历不限
成都,电子/硬件开发,5.75,经验不限,学历不限
成都,文化艺术/娱乐,12.5,经验不限,学历不限
成都,电子商务,0.6,经验不限,学历不限
成都,互联网,10.5,经验不限,学历不限
成都,美容,8.0,1-3年,学历不限
成都,房地产中介/租赁,11.5,1-3年,学历不限
成都,房地产中介/租赁,10.5,经验不限,学历不限
成都,互联网,6.5,经验不限,学历不限
成都,即时配送,15.5,经验不限,学历不限
成都,电子商务,4.5,经验不限,学历不限
成都,电子商务,9.5,经验不限,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,食品/饮料/烟酒,7.5,1-3年,高中
成都,汽车研发/制造,7.0,经验不限,学历不限
成都,美容/美发,4.5,经验不限,学历不限
成都,人力资源服务,10.0,经验不限,学历不限
成都,家政服务,9.5,经验不限,学历不限
成都,文化艺术/娱乐,9.5,1-3年,学历不限
成都,美容/美发,6.5,1-3年,学历不限
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,美容/美发,8.0,3-5年,学历不限
成都,批发/零售,5.0,经验不限,学历不限
成都,餐饮,4.5,1-3年,学历不限
成都,文化艺术/娱乐,12.5,经验不限,学历不限
成都,餐饮,4.5,1-3年,学历不限
成都,公路物流,6.5,经验不限,高中
成都,互联网,10.0,经验不限,学历不限
成都,互联网,8.5,1年以内,高中
成都,批发/零售,5.5,经验不限,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,新能源汽车,6.0,经验不限,学历不限
成都,餐饮,3.5,经验不限,学历不限
成都,电子商务,26.5,经验不限,学历不限
成都,其他生活服务,8.0,10年以上,学历不限
成都,互联网,11.0,经验不限,学历不限
成都,其他专业服务,6.0,经验不限,高中
成都,培训/辅导机构,10.5,经验不限,学历不限
成都,食品/饮料/烟酒,3.5,经验不限,学历不限
成都,计算机软件,21.5,经验不限,学历不限
成都,咨询,9.0,经验不限,学历不限
成都,其他生活服务,6.6,经验不限,学历不限
成都,电子商务,5.5,1-3年,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,社交网络与媒体,1.44,经验不限,学历不限
成都,建筑设计,6.5,经验不限,学历不限
成都,咨询,6.5,经验不限,学历不限
成都,互联网,12.5,1-3年,学历不限
成都,家政服务,10.5,经验不限,学历不限
成都,运动/健身,21.0,经验不限,学历不限
成都,互联网,3.08,1-3年,学历不限
成都,批发/零售,6.0,1-3年,高中
成都,食品/饮料/烟酒,10.5,经验不限,学历不限
成都,互联网,8.5,经验不限,学历不限
成都,法律,17.5,经验不限,初中及以下
成都,快递,8.5,经验不限,学历不限
成都,培训/辅导机构,5.5,1年以内,高中
成都,咨询,8.0,经验不限,学历不限
成都,家政服务,6.5,经验不限,学历不限
成都,文化艺术/娱乐,8.5,1-3年,学历不限
成都,新零售,7.5,1年以内,学历不限
成都,互联网,7.5,经验不限,学历不限
成都,即时配送,7.5,经验不限,学历不限
成都,文化艺术/娱乐,,经验不限,学历不限
成都,其他专业服务,7.0,1-3年,学历不限
成都,宠物服务,4.0,经验不限,学历不限
成都,文化艺术/娱乐,9.5,经验不限,学历不限
成都,家政服务,12.5,经验不限,学历不限
成都,餐饮,0.66,经验不限,学历不限
成都,广告营销,4.5,1年以内,学历不限
成都,其他生活服务,5.0,1年以内,学历不限
成都,财务/审计/税务,8.5,经验不限,学历不限
成都,工程施工,7.0,5-10年,学历不限
成都,其他行业,10.5,经验不限,学历不限
成都,游戏,10.5,1-3年,学历不限
成都,互联网,15.0,3-5年,学历不限
成都,餐饮,4.0,经验不限,学历不限
成都,美容,8.0,经验不限,学历不限
成都,广播/影视,7.5,1-3年,学历不限
成都,社交网络与媒体,7.5,1-3年,学历不限
成都,餐饮,4.0,经验不限,学历不限
成都,其他生活服务,4.5,经验不限,学历不限
成都,互联网金融,27.5,1-3年,学历不限
成都,生活服务(O2O),6.5,经验不限,学历不限
成都,家政服务,9.5,经验不限,高中
成都,互联网,8.0,经验不限,学历不限
成都,餐饮,5.5,1-3年,学历不限
成都,文化艺术/娱乐,7.0,经验不限,学历不限
成都,文化艺术/娱乐,5.5,经验不限,学历不限
成都,批发/零售,5.0,经验不限,学历不限
成都,电子商务,10.0,1-3年,学历不限
成都,进出口贸易,10.5,经验不限,学历不限
成都,餐饮,4.5,1年以内,高中
成都,保健/养生,26.5,经验不限,学历不限
成都,文化艺术/娱乐,7.0,经验不限,学历不限
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,餐饮,10.5,经验不限,学历不限
成都,美容,7.5,1-3年,学历不限
成都,互联网,7.5,经验不限,学历不限
成都,互联网金融,12.5,1-3年,学历不限
成都,互联网,7.5,经验不限,学历不限
成都,电子商务,10.5,经验不限,学历不限
成都,物流/仓储,7.0,经验不限,学历不限
成都,餐饮,4.5,1-3年,学历不限
成都,新零售,10.0,经验不限,学历不限
成都,珠宝/首饰,22.5,1-3年,学历不限
成都,房地产中介/租赁,6.5,经验不限,学历不限
成都,其他专业服务,6.5,1-3年,高中
成都,互联网,12.5,经验不限,学历不限
成都,游戏,6.5,经验不限,学历不限
成都,其他专业服务,4.0,1-3年,初中及以下
成都,其他生活服务,20.0,经验不限,学历不限
成都,餐饮,3.5,1年以内,初中及以下
成都,家具/家电/家居,6.0,1-3年,学历不限
成都,食品/饮料/烟酒,3.5,经验不限,高中
成都,餐饮,4.5,1年以内,学历不限
成都,即时配送,,经验不限,学历不限
成都,咨询,6.5,经验不限,学历不限
成都,生物/制药,8.5,经验不限,学历不限
成都,游戏,6.5,经验不限,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,游戏,6.0,1-3年,学历不限
成都,餐饮,3.5,1年以内,学历不限
成都,法律,10.5,1-3年,学历不限
成都,电子/半导体/集成电路,19.5,经验不限,学历不限
成都,社交网络与媒体,9.5,经验不限,学历不限
成都,餐饮,4.5,经验不限,学历不限
成都,餐饮,,经验不限,学历不限
成都,游戏,22.5,5-10年,学历不限
成都,计算机服务,8.5,经验不限,学历不限
成都,食品/饮料/烟酒,6.0,1-3年,高中
成都,其他生活服务,5.5,经验不限,学历不限
成都,餐饮,5.0,1-3年,高中
成都,游戏,10.0,1-3年,学历不限
成都,美容,25.0,经验不限,学历不限
成都,美发,8.0,1-3年,学历不限
成都,休闲/娱乐,5.5,经验不限,学历不限
成都,休闲/娱乐,7.5,经验不限,学历不限
成都,餐饮,5.0,经验不限,学历不限
成都,游戏,7.5,经验不限,学历不限
成都,计算机软件,2.53,经验不限,学历不限
成都,装卸搬运和仓储业,5.5,经验不限,学历不限
成都,广播/影视,8.5,1年以内,学历不限
成都,批发/零售,3.5,经验不限,学历不限
成都,即时配送,8.5,经验不限,学历不限
成都,批发/零售,10.5,1年以内,学历不限
成都,电子商务,4.5,1-3年,学历不限
成都,互联网金融,12.5,经验不限,学历不限
成都,咨询,8.5,经验不限,学历不限
成都,互联网,6.5,经验不限,学历不限
成都,其他生活服务,3.5,经验不限,学历不限
成都,培训/辅导机构,7.5,经验不限,学历不限
成都,文化艺术/娱乐,4.5,经验不限,初中及以下
成都,其他生活服务,7.5,1-3年,学历不限
成都,咨询,10.5,经验不限,学历不限
成都,互联网,51.15,经验不限,学历不限
成都,批发/零售,8.0,1-3年,学历不限
成都,咨询,7.5,经验不限,学历不限
成都,计算机服务,4.5,经验不限,高中
成都,培训/辅导机构,9.5,经验不限,学历不限
成都,仪器仪表/工业自动化,6.0,经验不限,学历不限
成都,文化艺术/娱乐,10.0,经验不限,学历不限
成都,机电工程,7.0,5-10年,学历不限
成都,其他生活服务,4.0,经验不限,初中及以下
成都,医疗服务,6.5,经验不限,高中
成都,美容,9.5,3-5年,学历不限
成都,人工智能,15.5,3-5年,硕士
成都,建筑设计,6.5,经验不限,学历不限
成都,其他制造业,6.95,经验不限,学历不限
成都,新零售,,1-3年,初中及以下
成都,餐饮,6.5,1-3年,学历不限
成都,批发/零售,6.5,1-3年,学历不限
成都,游戏,6.5,经验不限,学历不限
成都,物流/仓储,65.0,1-3年,高中
成都,餐饮,4.5,经验不限,学历不限
成都,日化,7.0,经验不限,学历不限
成都,汽车经销商,3.5,经验不限,学历不限
成都,其他生活服务,7.5,经验不限,学历不限
成都,计算机软件,12.5,3-5年,学历不限
成都,文化艺术/娱乐,11.0,经验不限,学历不限
成都,生活服务(O2O),6.0,经验不限,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,法律,9.5,1-3年,学历不限
成都,工程施工,5.5,1-3年,高中
成都,批发/零售,7.0,经验不限,学历不限
成都,文化艺术/娱乐,7.0,1-3年,学历不限
成都,餐饮,4.0,经验不限,高中
成都,文化艺术/娱乐,2.16,1-3年,学历不限
成都,其他生活服务,7.5,经验不限,学历不限
成都,文化艺术/娱乐,4.2,经验不限,学历不限
成都,培训/辅导机构,12.5,1年以内,高中
成都,其他生活服务,7.5,经验不限,学历不限
成都,房地产开发经营,10.5,经验不限,学历不限
成都,法律,8.5,经验不限,高中
成都,互联网,5.5,经验不限,学历不限
成都,其他专业服务,8.5,经验不限,学历不限
成都,互联网,8.5,经验不限,学历不限
成都,其他专业服务,4.0,经验不限,学历不限
成都,电子商务,7.5,经验不限,学历不限
成都,电子商务,8.0,1年以内,学历不限
成都,文化艺术/娱乐,7.5,经验不限,学历不限
成都,文化艺术/娱乐,10.5,经验不限,学历不限
成都,珠宝/首饰,7.5,1-3年,高中
成都,美容,9.5,1-3年,学历不限
成都,食品/饮料/烟酒,5.5,经验不限,学历不限
成都,日化,6.5,经验不限,学历不限
成都,新能源汽车,12.5,1-3年,学历不限
成都,文化艺术/娱乐,10.0,经验不限,学历不限
成都,餐饮,4.0,1-3年,高中
成都,快递,,经验不限,学历不限
成都,日化,7.5,经验不限,初中及以下
成都,文化艺术/娱乐,3.5,经验不限,学历不限
成都,其他制造业,20.0,5-10年,学历不限
成都,文化艺术/娱乐,12.5,经验不限,学历不限
